"SEQ";"Country";"Continent";"Time";"fim2";"fim3";"prn_allele";"ptxA";"ptxP"
"FR3143|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3144|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3146|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3147|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3150|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3153|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3156|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3159|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3160|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3161|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3163|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3165|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3166|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3172|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3176|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3282|2005|France|Europe";"France";"Europe";"2005";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3320|2005|France|Europe";"France";"Europe";"2005";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3335|2005|France|Europe";"France";"Europe";"2005";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3425|2005|France|Europe";"France";"Europe";"2005";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3426|2005|France|Europe";"France";"Europe";"2005";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3428|2005|France|Europe";"France";"Europe";"2005";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3429|2005|France|Europe";"France";"Europe";"2005";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3430|2005|France|Europe";"France";"Europe";"2005";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3431|2005|France|Europe";"France";"Europe";"2005";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3432|2005|France|Europe";"France";"Europe";"2005";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3434|2005|France|Europe";"France";"Europe";"2005";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3435|2005|France|Europe";"France";"Europe";"2005";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3469|2005|France|Europe";"France";"Europe";"2005";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3524|2006|France|Europe";"France";"Europe";"2006";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3535|2006|France|Europe";"France";"Europe";"2006";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3538|2006|France|Europe";"France";"Europe";"2006";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3713|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3732|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3764|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3765|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3766|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3767|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3769|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3770|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3771|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3773|2007|France|Europe";"France";"Europe";"2007";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3866|2008|France|Europe";"France";"Europe";"2008";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3918|2008|France|Europe";"France";"Europe";"2008";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3920|2008|France|Europe";"France";"Europe";"2008";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3921|2008|France|Europe";"France";"Europe";"2008";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3924|2008|France|Europe";"France";"Europe";"2008";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3933|2008|France|Europe";"France";"Europe";"2008";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3934|2008|France|Europe";"France";"Europe";"2008";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3942|2008|France|Europe";"France";"Europe";"2008";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3978|2008|France|Europe";"France";"Europe";"2008";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3979|2008|France|Europe";"France";"Europe";"2008";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR4036|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR4062|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR4104|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR4110|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR4111|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR4113|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR4119|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR4193|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR4577|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR4595|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR4627|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6756|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6760|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6776|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6777|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6779|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6780|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6781|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6783|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6784|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6785|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6787|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6790|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6791|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6792|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6795|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6796|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6797|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6799|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6800|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6801|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6802|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6804|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6807|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6812|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6813|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6817|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6821|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6822|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6835|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6836|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6841|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6842|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6843|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6844|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6845|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6846|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6851|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6853|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6854|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6856|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6857|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6863|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6891|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6895|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6899|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6901|2020|France|Europe";"France";"Europe";"2020";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6902|2020|France|Europe";"France";"Europe";"2020";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6912|2020|France|Europe";"France";"Europe";"2020";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6913|2020|France|Europe";"France";"Europe";"2020";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6915|2020|France|Europe";"France";"Europe";"2020";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6916|2020|France|Europe";"France";"Europe";"2020";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6917|2020|France|Europe";"France";"Europe";"2020";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6920|2020|France|Europe";"France";"Europe";"2020";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6922|2020|France|Europe";"France";"Europe";"2020";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR6925|2020|France|Europe";"France";"Europe";"2020";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR6930|2020|France|Europe";"France";"Europe";"2020";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR7016|2022|France|Europe";"France";"Europe";"2022";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR7039|2022|France|Europe";"France";"Europe";"2022";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
