"","seqnames","start","end","width","strand","type","gene","locus_tag","old_locus_tag","loctype","pseudo","gene_synonym","gene_id","product"
"573","Tohama I",3506437,3507126,690,"-","gene",NA,"BP_RS02875",BP0572,"normal",FALSE,NA,"BP_RS02875","response regulator"
"574","Tohama I",3505061,3506440,1380,"-","gene","trkA","BP_RS02880",BP0573,"normal",FALSE,NA,"BP_RS02880","Trk system potassium transporter TrkA"
"575","Tohama I",3503543,3505012,1470,"-","gene",NA,"BP_RS02885",BP0574,"normal",FALSE,NA,"BP_RS02885","potassium transporter Trk"
"576","Tohama I",3502930,3503463,534,"-","gene",NA,"BP_RS02890",BP0575,"normal",FALSE,NA,"BP_RS02890","MarR family transcriptional regulator"
"577","Tohama I",3501927,3502922,996,"+","gene",NA,"BP_RS02895",BP0576,"normal",FALSE,NA,"BP_RS02895","XdhC family protein"
"578","Tohama I",3501194,3501844,651,"-","gene",NA,"BP_RS02900",BP0577,"normal",FALSE,NA,"BP_RS02900","nucleotidyltransferase family protein"
"579","Tohama I",3499908,3500870,963,"-","gene",NA,"BP_RS02905",BP0578,"normal",FALSE,NA,"BP_RS02905","amidohydrolase"
"580","Tohama I",3499130,3499882,753,"-","gene",NA,"BP_RS02910",BP0579,"normal",FALSE,NA,"BP_RS02910","maleate isomerase"
"581","Tohama I",3498291,3499110,820,"-","gene",NA,"BP_RS02915",BP0580,"normal",TRUE,NA,"BP_RS02915","alpha/beta hydrolase"
"582","Tohama I",3497232,3498263,1032,"-","gene",NA,"BP_RS02920",BP0581,"normal",FALSE,NA,"BP_RS02920","hypothetical protein"
"583","Tohama I",3496599,3497216,618,"-","gene",NA,"BP_RS02925",BP0582,"normal",FALSE,NA,"BP_RS02925","isochorismatase family protein"
"584","Tohama I",3496013,3496528,516,"+","gene",NA,"BP_RS02930",BP0583,"normal",FALSE,NA,"BP_RS02930","nuclear transport factor 2 family protein"
"585","Tohama I",3494709,3495998,1290,"+","gene",NA,"BP_RS02935",BP0584,"normal",FALSE,NA,"BP_RS02935","aromatic ring-hydroxylating dioxygenase subunitalpha"
"586","Tohama I",3493411,3494673,1263,"+","gene",NA,"BP_RS02940",BP0585,"normal",FALSE,NA,"BP_RS02940","FAD-dependent oxidoreductase"
"587","Tohama I",3493097,3493408,312,"+","gene",NA,"BP_RS02945",BP0586,"normal",FALSE,NA,"BP_RS02945","non-heme iron oxygenase ferredoxin subunit"
"588","Tohama I",3491524,3492627,1104,"-","gene",NA,"BP_RS02950",BP0589,"normal",FALSE,NA,"BP_RS02950","TRAP transporter substrate-binding protein"
"589","Tohama I",3489122,3491494,2373,"-","gene",NA,"BP_RS02955",BP0590,"normal",FALSE,NA,"BP_RS02955","xanthine dehydrogenase family protein"
"590","Tohama I",3488289,3489125,837,"-","gene",NA,"BP_RS02960",BP0591,"normal",FALSE,NA,"BP_RS02960","FAD binding domain-containing protein"
"591","Tohama I",3487105,3488292,1188,"-","gene",NA,"BP_RS02965",BP0592,"normal",FALSE,NA,"BP_RS02965","2Fe-2S iron-sulfur cluster bindingdomain-containing protein"
"592","Tohama I",3486042,3487070,1029,"-","gene",NA,"BP_RS02970",BP0593,"normal",FALSE,NA,"BP_RS02970","ABC transporter substrate-binding protein"
"593","Tohama I",3485257,3486045,789,"-","gene",NA,"BP_RS02975",BP0594,"normal",FALSE,NA,"BP_RS02975","ABC transporter ATP-binding protein"
"594","Tohama I",3484487,3485260,774,"-","gene",NA,"BP_RS02980",BP0595,"normal",FALSE,NA,"BP_RS02980","ABC transporter permease"
"595","Tohama I",3483818,3484447,630,"-","gene",NA,"BP_RS02985",BP0596,"normal",FALSE,NA,"BP_RS02985","TRAP transporter small permease subunit"
"596","Tohama I",3482157,3483815,1659,"-","gene",NA,"BP_RS02990",BP0597,"normal",FALSE,NA,"BP_RS02990","TRAP transporter large permease subunit"
"597","Tohama I",3480567,3481808,1242,"-","gene",NA,"BP_RS02995",BP0598,"normal",FALSE,NA,"BP_RS02995","glutamate--cysteine ligase"
"598","Tohama I",3479574,3480551,978,"+","gene",NA,"BP_RS03000",BP0599,"normal",FALSE,NA,"BP_RS03000","methyltransferase domain-containing protein"
"599","Tohama I",3478806,3479420,615,"-","gene",NA,"BP_RS03005",BP0600,"normal",FALSE,NA,"BP_RS03005","ComF family protein"
"600","Tohama I",3478261,3478731,471,"-","gene",NA,"BP_RS03010",BP0601,"normal",FALSE,NA,"BP_RS03010","tRNA (cytidine(34)-2'-O)-methyltransferase"
"601","Tohama I",3477277,3478242,966,"+","gene",NA,"BP_RS03015",BP0602,"normal",FALSE,NA,"BP_RS03015","tripartite tricarboxylate transporter substratebinding protein"
"602","Tohama I",3476135,3477190,1056,"+","gene",NA,"BP_RS03020",BP0603,"normal",FALSE,NA,"BP_RS03020","NAD(P)-dependent glycerol-3-phosphatedehydrogenase"
"603","Tohama I",3475592,3476119,528,"+","gene","secB","BP_RS03025",BP0604,"normal",FALSE,NA,"BP_RS03025","protein-export chaperone SecB"
"604","Tohama I",3475278,3475538,261,"+","gene","grxC","BP_RS03030",BP0605,"normal",FALSE,NA,"BP_RS03030","glutaredoxin 3"
"605","Tohama I",3474822,3475244,423,"+","gene",NA,"BP_RS03035",BP0606,"normal",FALSE,NA,"BP_RS03035","rhodanese-like domain-containing protein"
"606","Tohama I",3473917,3474669,753,"-","gene","gpmA","BP_RS03040",BP0607,"normal",FALSE,NA,"BP_RS03040","2,3-diphosphoglycerate-dependentphosphoglycerate mutase"
"607","Tohama I",3472348,3473913,1566,"-","gene",NA,"BP_RS03045",BP0608,"normal",FALSE,NA,"BP_RS03045","peptidoglycan DD-metalloendopeptidase familyprotein"
"608","Tohama I",3470876,3472321,1446,"-","gene","cptA","BP_RS03050",BP0609,"normal",FALSE,NA,"BP_RS03050","protease CptA"
"609","Tohama I",3470085,3470879,795,"-","gene","moeB","BP_RS03055",BP0610,"normal",FALSE,NA,"BP_RS03055","molybdopterin-synthase adenylyltransferase MoeB"
"610","Tohama I",3469138,3470088,951,"+","gene",NA,"BP_RS03060",BP0611,"normal",FALSE,NA,"BP_RS03060","IS481-like element IS481 family transposase"
"611","Tohama I",3467997,3468968,972,"-","gene",NA,"BP_RS03065",BP0612,"normal",FALSE,NA,"BP_RS03065","tripartite tricarboxylate transporter substratebinding protein"
"612","Tohama I",3467131,3467937,807,"+","gene",NA,"BP_RS03070",BP0613,"normal",FALSE,NA,"BP_RS03070","IclR family transcriptional regulator"
"613","Tohama I",3465244,3467000,1757,"-","gene",NA,"BP_RS03075",BP0614,"normal",TRUE,NA,"BP_RS03075","FAD-dependent oxidoreductase"
"614","Tohama I",3464209,3465168,960,"-","gene",NA,"BP_RS03080",BP0615,"normal",FALSE,NA,"BP_RS03080","tripartite tricarboxylate transporter substratebinding protein"
"615","Tohama I",3463310,3464155,846,"-","gene",NA,"BP_RS03085",BP0616,"normal",FALSE,NA,"BP_RS03085","amidohydrolase"
"616","Tohama I",3462603,3463256,654,"+","gene",NA,"BP_RS03090",BP0617,"normal",FALSE,NA,"BP_RS03090","TetR family transcriptional regulator"
"617","Tohama I",3461151,3462560,1410,"+","gene","lpdA","BP_RS03095",BP0618,"normal",FALSE,NA,"BP_RS03095","dihydrolipoyl dehydrogenase"
"618","Tohama I",3460394,3461134,741,"+","gene",NA,"BP_RS03100",BP0619,"normal",FALSE,NA,"BP_RS03100","ABC transporter ATP-binding protein"
"619","Tohama I",3458587,3460401,1815,"+","gene",NA,"BP_RS03105",BP0620,"normal",FALSE,NA,"BP_RS03105","branched-chain amino acid ABC transporterATP-binding protein/permease"
"620","Tohama I",3457697,3458581,885,"+","gene",NA,"BP_RS03110",BP0621,"normal",FALSE,NA,"BP_RS03110","branched-chain amino acid ABC transporterpermease"
"621","Tohama I",3456419,3457627,1209,"+","gene",NA,"BP_RS03115",BP0622,"normal",FALSE,NA,"BP_RS03115","ABC transporter substrate-binding protein"
"622","Tohama I",3454947,3456344,1398,"+","gene",NA,"BP_RS03120",BP0623,"normal",TRUE,NA,"BP_RS03120","MmgE/PrpD family protein"
"623","Tohama I",3453433,3454926,1494,"+","gene",NA,"BP_RS03125",BP0624,"normal",FALSE,NA,"BP_RS03125","AMP-binding protein"
"624","Tohama I",3452178,3453353,1176,"+","gene",NA,"BP_RS03130",BP0625,"normal",FALSE,NA,"BP_RS03130","acyl-CoA/acyl-ACP dehydrogenase"
"625","Tohama I",3451351,3452172,822,"+","gene",NA,"BP_RS03135",BP0626,"normal",FALSE,NA,"BP_RS03135","2-oxo acid dehydrogenase subunit E2"
"626","Tohama I",3450562,3451347,786,"+","gene",NA,"BP_RS03140",BP0627,"normal",FALSE,NA,"BP_RS03140","enoyl-CoA hydratase/isomerase family protein"
"627","Tohama I",3449573,3450547,975,"+","gene",NA,"BP_RS03145",BP0628,"normal",FALSE,NA,"BP_RS03145","alpha-ketoacid dehydrogenase subunit beta"
"628","Tohama I",3448600,3449571,972,"+","gene",NA,"BP_RS03150",BP0629,"normal",FALSE,NA,"BP_RS03150","thiamine pyrophosphate-dependent dehydrogenaseE1 component subunit alpha"
"629","Tohama I",3447501,3448286,786,"+","gene",NA,"BP_RS03155",BP0630,"normal",FALSE,NA,"BP_RS03155","IclR family transcriptional regulator"
"630","Tohama I",3444940,3447531,2592,"+","gene",NA,"BP_RS03160",BP0632,"normal",FALSE,NA,"BP_RS03160","CoA-binding protein"
"631","Tohama I",3443946,3444938,993,"+","gene",NA,"BP_RS03165",BP0633,"normal",FALSE,NA,"BP_RS03165","tripartite tricarboxylate transporter substratebinding protein"
"632","Tohama I",3442550,3443698,1149,"-","gene",NA,"BP_RS03170",BP0634,"normal",FALSE,NA,"BP_RS03170","acyl-CoA dehydrogenase family protein"
"633","Tohama I",3441747,3442553,807,"-","gene",NA,"BP_RS03175",BP0635,"normal",FALSE,NA,"BP_RS03175","enoyl-CoA hydratase/isomerase family protein"
"634","Tohama I",3440596,3441750,1155,"-","gene",NA,"BP_RS03180",BP0636,"normal",FALSE,NA,"BP_RS03180","thiolase family protein"
"635","Tohama I",3440193,3440594,402,"-","gene",NA,"BP_RS03185",BP0637,"normal",FALSE,NA,"BP_RS03185","Zn-ribbon domain-containing OB-fold protein"
"636","Tohama I",3439801,3440196,396,"-","gene",NA,"BP_RS03190",BP0638,"normal",FALSE,NA,"BP_RS03190","hypothetical protein"
"637","Tohama I",3439412,3439804,393,"-","gene",NA,"BP_RS03195",BP0639,"normal",FALSE,NA,"BP_RS03195","MaoC family dehydratase"
"638","Tohama I",3438241,3439401,1161,"-","gene",NA,"BP_RS03200",BP0640,"normal",FALSE,NA,"BP_RS03200","acyl-CoA dehydrogenase family protein"
"639","Tohama I",3437232,3438203,972,"-","gene",NA,"BP_RS03205",BP0641,"normal",FALSE,NA,"BP_RS03205","tripartite tricarboxylate transporter substratebinding protein"
"640","Tohama I",3436076,3437224,1149,"-","gene",NA,"BP_RS03210",BP0642,"normal",FALSE,NA,"BP_RS03210","CoA transferase"
"641","Tohama I",3435189,3436079,891,"+","gene",NA,"BP_RS03215",BP0643,"normal",FALSE,NA,"BP_RS03215","LysR family transcriptional regulator"
"642","Tohama I",3434035,3434982,948,"-","gene",NA,"BP_RS03220",BP0644,"normal",FALSE,NA,"BP_RS03220","dihydrodipicolinate synthase family protein"
"643","Tohama I",3432986,3433936,951,"-","gene",NA,"BP_RS03225",BP0645,"normal",FALSE,NA,"BP_RS03225","IS481-like element IS481 family transposase"
"644","Tohama I",3431937,3432887,951,"-","gene",NA,"BP_RS03230",BP0646,"normal",FALSE,NA,"BP_RS03230","IS481-like element IS481 family transposase"
"645","Tohama I",3431533,3431940,408,"+","gene",NA,"BP_RS03235",BP0647,"normal",FALSE,NA,"BP_RS03235","DUF126 domain-containing protein"
"646","Tohama I",3430868,3431536,669,"+","gene",NA,"BP_RS03240",NA,"normal",FALSE,NA,"BP_RS03240","DUF521 domain-containing protein"
"647","Tohama I",3430267,3430857,591,"+","gene",NA,"BP_RS03245",NA,"normal",TRUE,NA,"BP_RS03245","DUF521 domain-containing protein"
"648","Tohama I",3429278,3430249,972,"+","gene",NA,"BP_RS03250",BP0649,"normal",FALSE,NA,"BP_RS03250","tripartite tricarboxylate transporter substratebinding protein"
"649","Tohama I",3428209,3429171,963,"-","gene",NA,"BP_RS03255",BP0650,"normal",FALSE,NA,"BP_RS03255","LysR family transcriptional regulator"
"650","Tohama I",3426369,3428090,1722,"-","gene","dld","BP_RS03260",BP0651,"normal",FALSE,NA,"BP_RS03260","D-lactate dehydrogenase"
"651","Tohama I",3425195,3426325,1131,"+","gene",NA,"BP_RS03265",BP0652,"normal",FALSE,NA,"BP_RS03265","acyl-CoA dehydrogenase family protein"
"652","Tohama I",3423991,3425181,1191,"+","gene",NA,"BP_RS03270",BP0653,"normal",FALSE,NA,"BP_RS03270","acyl-CoA dehydrogenase family protein"
"653","Tohama I",3422791,3423810,1020,"+","gene",NA,"BP_RS03275",BP0654,"normal",FALSE,NA,"BP_RS03275","tripartite tricarboxylate transporter substratebinding protein"
"654","Tohama I",3421486,3422658,1173,"+","gene","argE","BP_RS03280",BP0655,"normal",FALSE,NA,"BP_RS03280","acetylornithine deacetylase"
"655","Tohama I",3420819,3421493,675,"+","gene",NA,"BP_RS03285",BP0656,"normal",FALSE,NA,"BP_RS03285","DUF1028 domain-containing protein"
"656","Tohama I",3420380,3420808,429,"+","gene",NA,"BP_RS03290",BP0657,"normal",FALSE,NA,"BP_RS03290","RidA family protein"
"657","Tohama I",3419075,3420349,1275,"+","gene",NA,"BP_RS03295",BP0658,"normal",FALSE,NA,"BP_RS03295","NAD(P)-binding domain-containing protein"
"658","Tohama I",3417727,3418710,984,"-","gene",NA,"BP_RS03300",BP0659,"normal",FALSE,NA,"BP_RS03300","oxidoreductase"
"659","Tohama I",3416699,3417643,945,"+","gene",NA,"BP_RS03305",BP0660,"normal",FALSE,NA,"BP_RS03305","LysR family transcriptional regulator"
"660","Tohama I",3414410,3416551,2142,"+","gene",NA,"BP_RS03310",BP0661,"normal",FALSE,NA,"BP_RS03310","acetate--CoA ligase family protein"
"661","Tohama I",3413631,3414410,780,"+","gene",NA,"BP_RS03315",BP0662,"normal",FALSE,NA,"BP_RS03315","enoyl-CoA hydratase/isomerase family protein"
"662","Tohama I",3412339,3413232,894,"-","gene",NA,"BP_RS03320",BP0663,"normal",FALSE,NA,"BP_RS03320","ABC transporter substrate-binding protein"
"663","Tohama I",3411256,3412275,1020,"-","gene",NA,"BP_RS03325",BP0664,"normal",FALSE,NA,"BP_RS03325","tripartite tricarboxylate transporter substratebinding protein"
"664","Tohama I",3410219,3411199,981,"-","gene",NA,"BP_RS03330",BP0665,"normal",FALSE,NA,"BP_RS03330","NAD(P)-dependent oxidoreductase"
"665","Tohama I",3408189,3410021,1833,"+","gene","glmS","BP_RS03335",BP0666,"normal",FALSE,NA,"BP_RS03335","glutamine--fructose-6-phosphate transaminase(isomerizing)"
"666","Tohama I",3407551,3408039,489,"-","gene",NA,"BP_RS03340",BP0667,"normal",FALSE,NA,"BP_RS03340","Lrp/AsnC family transcriptional regulator"
"667","Tohama I",3406345,3407529,1185,"+","gene",NA,"BP_RS03345",BP0668,"normal",FALSE,NA,"BP_RS03345","acetyl-CoA C-acyltransferase"
"668","Tohama I",3404198,3406315,2118,"+","gene",NA,"BP_RS03350",BP0669,"normal",FALSE,NA,"BP_RS03350","enoyl-CoA hydratase/isomerase family protein"
"669","Tohama I",3402138,3403940,1803,"-","gene",NA,"BP_RS03355",BP0670,"normal",FALSE,NA,"BP_RS03355","DNA alkylation response protein"
"670","Tohama I",3401070,3402056,987,"-","gene",NA,"BP_RS03360",BP0671,"normal",FALSE,NA,"BP_RS03360","tripartite tricarboxylate transporter substratebinding protein"
"671","Tohama I",3398829,3401018,2190,"-","gene",NA,"BP_RS03365",BP0672,"normal",FALSE,NA,"BP_RS03365","acetate--CoA ligase family protein"
"672","Tohama I",3398035,3398832,798,"-","gene",NA,"BP_RS03370",BP0673,"normal",FALSE,NA,"BP_RS03370","citryl-CoA lyase"
"673","Tohama I",3397202,3398038,837,"-","gene",NA,"BP_RS03375",BP0674,"normal",FALSE,NA,"BP_RS03375","helix-turn-helix domain-containing protein"
"674","Tohama I",3394807,3397182,2376,"-","gene",NA,"BP_RS03380",BP0675,"normal",FALSE,NA,"BP_RS03380","molybdopterin-dependent oxidoreductase"
"675","Tohama I",3393758,3394708,951,"-","gene",NA,"BP_RS03385",BP0676,"normal",FALSE,NA,"BP_RS03385","IS481-like element IS481 family transposase"
"676","Tohama I",3393290,3393365,76,"+","gene",NA,"BP_RS03390",BPt08,"normal",FALSE,NA,"BP_RS03390",NA
"677","Tohama I",3391761,3393035,1275,"-","gene",NA,"BP_RS03395",BP0677,"normal",FALSE,NA,"BP_RS03395","glutamyl-tRNA reductase"
"678","Tohama I",3390592,3391674,1083,"-","gene","prfA","BP_RS03400",BP0678,"normal",FALSE,NA,"BP_RS03400","peptide chain release factor 1"
"679","Tohama I",3389769,3390581,813,"-","gene","prmC","BP_RS03405",BP0679,"normal",FALSE,NA,"BP_RS03405","peptide chain release factor N(5)-glutaminemethyltransferase"
"680","Tohama I",3389406,3389732,327,"-","gene","grxD","BP_RS03410",BP0680,"normal",FALSE,NA,"BP_RS03410","Grx4 family monothiol glutaredoxin"
"681","Tohama I",3388841,3389401,561,"-","gene",NA,"BP_RS03415",BP0681,"normal",FALSE,NA,"BP_RS03415","UbiX family flavin prenyltransferase"
"682","Tohama I",3387608,3388600,993,"-","gene",NA,"BP_RS03420",BP0682,"normal",FALSE,NA,"BP_RS03420","tripartite tricarboxylate transporter substratebinding protein"
"683","Tohama I",3386594,3387589,996,"-","gene",NA,"BP_RS03425",BP0683,"normal",FALSE,NA,"BP_RS03425","ABC transporter substrate-binding protein"
"684","Tohama I",3385202,3386578,1377,"-","gene",NA,"BP_RS03430",NA,"normal",FALSE,NA,"BP_RS03430","FAD binding domain-containing protein"
"685","Tohama I",3382828,3385209,2382,"-","gene",NA,"BP_RS03435",BP0685,"normal",FALSE,NA,"BP_RS03435","xanthine dehydrogenase family proteinmolybdopterin-binding subunit"
"686","Tohama I",3382422,3382811,390,"-","gene",NA,"BP_RS03440",NA,"normal",FALSE,NA,"BP_RS03440","SRPBCC family protein"
"687","Tohama I",3382065,3382295,231,"-","gene",NA,"BP_RS03445",NA,"normal",FALSE,NA,"BP_RS03445","hypothetical protein"
"688","Tohama I",3381010,3381960,951,"+","gene",NA,"BP_RS03450",BP0688,"normal",FALSE,NA,"BP_RS03450","IS481-like element IS481 family transposase"
"689","Tohama I",3379961,3380911,951,"+","gene",NA,"BP_RS03455",BP0689,"normal",FALSE,NA,"BP_RS03455","septal ring lytic transglycosylase RlpA familyprotein"
"690","Tohama I",3379092,3379964,873,"+","gene","rapZ","BP_RS03460",BP0690,"normal",FALSE,NA,"BP_RS03460","RNase adapter RapZ"
"691","Tohama I",3378172,3378920,749,"-","gene",NA,"BP_RS03465",BP0691,"normal",TRUE,NA,"BP_RS03465","c-type cytochrome"
"692","Tohama I",3376875,3378161,1287,"-","gene",NA,"BP_RS03470",BP0692,"normal",FALSE,NA,"BP_RS03470","cytochrome c"
"693","Tohama I",3375895,3376821,927,"+","gene",NA,"BP_RS03475",BP0693,"normal",FALSE,NA,"BP_RS03475","HPr kinase/phosphorylase"
"694","Tohama I",3375421,3375876,456,"+","gene",NA,"BP_RS03480",BP0694,"normal",FALSE,NA,"BP_RS03480","PTS sugar transporter subunit IIA"
"695","Tohama I",3374804,3375144,341,"+","gene","raiA","BP_RS03485",BP0696,"normal",TRUE,NA,"BP_RS03485","ribosome-associated translation inhibitor RaiA"
"696","Tohama I",3373778,3374569,792,"+","gene","lptB","BP_RS03490",BP0697,"normal",FALSE,NA,"BP_RS03490","LPS export ABC transporter ATP-binding protein"
"697","Tohama I",3373126,3373746,621,"+","gene","lptA","BP_RS03495",BP0698,"normal",FALSE,NA,"BP_RS03495","lipopolysaccharide transport periplasmic proteinLptA"
"698","Tohama I",3372500,3373129,630,"+","gene","lptC","BP_RS03500",BP0699,"normal",FALSE,NA,"BP_RS03500","LPS export ABC transporter periplasmic proteinLptC"
"699","Tohama I",3371879,3372487,609,"+","gene",NA,"BP_RS03505",BP0700,"normal",FALSE,NA,"BP_RS03505","HAD-IIIA family hydrolase"
"700","Tohama I",3370893,3371882,990,"+","gene",NA,"BP_RS03510",BP0701,"normal",FALSE,NA,"BP_RS03510","KpsF/GutQ family sugar-phosphate isomerase"
"701","Tohama I",3369573,3370787,1215,"-","gene","purT","BP_RS03515",BP0702,"normal",FALSE,NA,"BP_RS03515","formate-dependent phosphoribosylglycinamideformyltransferase"
"702","Tohama I",3367718,3369436,1719,"-","gene",NA,"BP_RS03520",BP0703,"normal",TRUE,NA,"BP_RS03520","TonB-dependent receptor"
"703","Tohama I",3366671,3367621,951,"-","gene",NA,"BP_RS03525",BP0704,"normal",FALSE,NA,"BP_RS03525","IS481-like element IS481 family transposase"
"704","Tohama I",3365364,3366670,1307,"-","gene",NA,"BP_RS03530",BP0705,"normal",TRUE,NA,"BP_RS03530","GMC family oxidoreductase N-terminaldomain-containing protein"
"705","Tohama I",3363951,3365237,1287,"-","gene",NA,"BP_RS03535",BP0706,"normal",FALSE,NA,"BP_RS03535","putative Na+/H+ antiporter"
"706","Tohama I",3363477,3363785,309,"-","gene",NA,"BP_RS03540",BP0707,"normal",FALSE,NA,"BP_RS03540","FmdB family transcriptional regulator"
"707","Tohama I",3362811,3363476,666,"-","gene",NA,"BP_RS03545",BP0708,"normal",FALSE,NA,"BP_RS03545","DUF502 domain-containing protein"
"708","Tohama I",3360980,3362770,1791,"-","gene","aspS","BP_RS03550",BP0709,"normal",FALSE,NA,"BP_RS03550","aspartate--tRNA ligase"
"709","Tohama I",3360007,3360867,861,"-","gene",NA,"BP_RS03555",BP0710,"normal",FALSE,NA,"BP_RS03555","endonuclease/exonuclease/phosphatase familyprotein"
"710","Tohama I",3358805,3360010,1206,"-","gene","clsB","BP_RS03560",BP0711,"normal",FALSE,NA,"BP_RS03560","cardiolipin synthase ClsB"
"711","Tohama I",3357924,3358808,885,"+","gene",NA,"BP_RS03565",BP0712,"normal",FALSE,NA,"BP_RS03565","DMT family transporter"
"712","Tohama I",3356458,3357908,1451,"+","gene",NA,"BP_RS03570",BP0713,"normal",TRUE,NA,"BP_RS03570","MFS transporter"
"713","Tohama I",3355973,3356407,435,"+","gene",NA,"BP_RS03575",BP0715,"normal",FALSE,NA,"BP_RS03575","carbon monoxide dehydrogenase"
"714","Tohama I",3355012,3356010,999,"+","gene",NA,"BP_RS03580",BP0716,"normal",FALSE,NA,"BP_RS03580","IS481-like element IS481 family transposase"
"715","Tohama I",3353980,3354852,873,"+","gene",NA,"BP_RS03585",BP0718,"normal",FALSE,NA,"BP_RS03585","oxaloacetate decarboxylase"
